concepticon	concepticon_ID	concepticon_proposed	NEL_concept	NEL_ID	lgc	lgcSD	inf	ranking_value	position_in_ranking	WOLD	ABVD	ASJP40	ASJP100	Holman ranking value	Holman	Rama & Borin score	Rama & Borin rank	Swadesh100	Swadesh200	IELex	Dyen 1975 P	Dyen 1975 rank	Pagel mean rate	Petroni & Serva	Peust ranking	Tadmor score	Tadmor rank	Tadmor representation score	WOLD borrowed score	WOLD age score	WOLD simplicity score	representation	Tadmor score (replica)
SAD	699	SAD	traurig::A	556	0.323505247306714	0.09003870669341	15.4546601587815	1.25431129330211	933																								
		DROP_(SOMETHING)	fallen lassen::V	833	0.320066987545975	0.103919531313339	15.428117256304	1.25475143683902	934																								
		WORKER	Arbeiter::N	417	0.433730186939185	0.116762980422859	16.4696496643	1.25660779818473	935																								
DEXTEROUS	1824	DEXTEROUS	geschickt::A	549	0.280826444029678	0.117949852966474	15.1450399795369	1.26176019832698	936																								
CLEVER	1310	CLEVER	klug::A	548	0.244015717364247	0.112238992411917	14.8297059446245	1.26335644883462	937	16-84																			0.2294407895	0.8490131579	0.8445723684	59	0.5525318349
SPIDER	843	SPIDER	Spinne::N	165	0.331327678343614	0.118714908764924	15.6370976949895	1.26551485898969	938	3-818	110																		0.2527472527	0.8461538462	0.9230769231	46	0.5836530334
SOON	703	SOON	bald::ADV	593	0.16753628076762	0.119256483011368	14.1842337081158	1.26764071812072	939	14-331																			0.0568181818	0.785	0.8022727273	44	0.5940009039
RULE	1846	RULE	beherrschen::V	1015	0.359447083691256	0.129511910454253	15.957376138698	1.27223523854767	940	19-31																			0.3755656109	0.8389140271	0.7036199095	42	0.3685890156
		PRECIOUS	wertvoll::A	534	0.362835160333501	0.120682252233895	15.9997944527782	1.27342780097767	941																								
		BACKWARD	rückwärts::ADV	613	0.248784843811461	0.127135116203673	14.9805989039353	1.27415353096322	942																								
HEALTHY	1364	HEALTHY	Gesundheit::N	393	0.417504396449363	0.115888789505218	16.5083739309632	1.27508343629189	943	4-83																			0.3545266068	0.8656530753	0.7781617139	46	0.4348025483
		NEXT_TO	neben::PRP	634	0.202049886587668	0.11999812939028	14.614407116091	1.2795958136802	944																								
		AHEAD	geradeaus::ADV	611	0.291933625008173	0.110910602477873	15.434445309143	1.28070426840694	945																								
BLANKET	806	BLANKET	Decke::N	387	0.152368559701297	0.129131836754729	14.2206195664836	1.28493025291719	946	7-422																			0.4782608696	0.7826086957	0.8792270531	54	0.3590038629
		WEALTH	Reichtum::N	428	0.315066932700422	0.126398254230442	15.7249059352342	1.28893035409304	947																								
EIGHTY	1722	EIGHTY	achtzig::NUM	671	0.479204579575238	0.100577842931716	17.2106045698292	1.28977633536521	948																								
MEET	1831	MEET	sich versammeln::V	920	0.324005622979321	0.128900028981647	15.8304450358892	1.29143944290753	949	19-65																			0.0754716981	0.7732704403	0.7429245283	59	0.5311244769
FAME	865	FAME	berühmt::A	571	0.317940023985511	0.13731226924058	15.8002588767984	1.29387986609288	950																								
		AT_THAT_TIME	damals::ADV	597	0.286413486186261	0.091142255008584	15.533638748915	1.29559173732387	951																								
DIVE	119	DIVE	tauchen::V	769	0.214260795451448	0.136567756531235	14.9168425498383	1.29884953907752	952	10-351																			0.1569037657	0.7644351464	0.8117154812	43	0.5231444532
		CATCH_FISH	fischen::V	950	0.356969828835775	0.116888248141706	16.2673521408866	1.30546236813646	953																								
AFTERWARDS	2093	AFTERWARDS	danach::ADV	598	0.173084676938692	0.119904557945682	14.6817699883296	1.31240078958814	954																								
IN VAIN	1765	IN_VAIN	vergebens::ADV	629	0.251029241687788	0.110863425110846	15.3863735642573	1.31271103890672	955	16-99902																							
PHYSICIAN	597	PHYSICIAN	Arzt::N	420	0.202952262459751	0.106400457251863	15.0352844277568	1.3208714065619	956	4-87																			0.5913043478	0.7904347826	0.8717391304	59	0.2816129366
		CAMPFIRE	Lagerfeuer::N	291	0.273507311465989	0.102949288404443	15.704260804125	1.32426950009311	957																								
		SEESAW_(ACTION)	schaukeln::V	766	0.255671858371812	0.093734796277187	15.5534758929558	1.32524291676094	958																								
BAD LUCK	56	BAD LUCK	Unglück::N	445	0.233815887090296	0.12058325031083	15.3600286751833	1.32556856913707	959	16-19																			0.2256097561	0.8012195122	0.6890243902	42	0.4275097122
		TRANSLATE	übersetzen::V	992	0.323101746711327	0.137041983795053	16.2009919932037	1.32930762728018	960																								
		STATE_(POLITICS)	Staat::N	431	0.316027626927505	0.103783882335187	16.1807597605757	1.33365111182281	961																								
SHOP	746	SHOP	Laden::N	424	0.092951390736478	0.115850768391396	14.192230694048	1.33556681774197	962	11-86																			0.7021276596	0.8031914894	0.920212766	50	0.2201595504
		TWINKLE	funkeln::V	718	0.315217113310022	0.106055713180781	16.4093042311444	1.35723502113542	963																								
MOUSTACHE	1165	MOUSTACHE	Schnurrbart::N	12	0.200811838739775	0.114840818112871	15.3997128411302	1.35924062924722	964																								
SEVENTY	1721	SEVENTY	siebzig::NUM	670	0.51391232443	0.08243442071339	18.2518554757485	1.36266445558785	965																								
CHURCH	1349	CHURCH	Kirche::N	414	0.258200135028835	0.100651658748697	15.9578941414353	1.36340929261758	966	22-131																			0.6584821429	0.7691964286	0.8325892857	43	0.2187164729
		RIDDLE	Rätsel::N	231	0.356137978931552	0.109246245892971	16.857578837308	1.36523370269241	967																								
		LATER	später::ADV	589	0.255803066371124	0.125543678743079	15.9596913893193	1.36574637919791	968																								
DILIGENT	2077	DILIGENT	fleißig::A	546	0.345369012891955	0.106365586523372	16.822169570026	1.37138484539984	969																								
FRIDAY	1692	FRIDAY	Freitag::N	478	0.391294175259344	0.072617889143175	17.2380780235627	1.37164304462286	970	14-67																			0.5731707317	0.8073170732	0.8292682927	41	0.2857547047
		COMPANIONSHIP	Gesellschaft::N	249	0.292073392540405	0.122373369956309	16.345666422588	1.37170058897243	971																								
REST	168	REST	sich erholen::V	744	0.284519710599987	0.101755360719681	16.2892661869363	1.37285887915364	972	4-912																			0.2118959108	0.8382899628	0.7546468401	47	0.498564791
TOE	1389	TOE	Zeh::N	33	0.303936129629587	0.124756153322898	16.4960358131306	1.37606106464643	973	4-38																			0.085106383	0.8042553191	0.6680851064	46	0.4915824047
		MARCH	März::N	464	0.110370926833719	0.082128391104864	14.7980267192711	1.38046883777676	974																								
		CONVERSATION	Gespräch::N	225	0.251761649578909	0.146094327713011	16.1720136466311	1.39061588004209	975																								
DIFFERENT	2504	DIFFERENT	verschieden::A	573	0.325033085071566	0.108609617028337	16.8555440437696	1.39302462781255	976																								
		BE_NOISY	lärmen::V	719	0.2350734320037	0.106825540562059	16.0695157002238	1.39538548121905	977																								
TWELVE	1707	TWELVE	zwölf::NUM	664	0.498055660390386	0.095975108493688	18.4959804506899	1.40134795071764	978	13-102																			0.2345679012	0.7765432099	0.6666666667	41	0.3962607326
		CHAT_(ACTIVITY)	sich unterhalten::V	984	0.37342092618006	0.101872728581733	17.4078493591897	1.40470610235691	979																								
ELEVEN	1706	ELEVEN	elf::NUM	663	0.427448132844053	0.099452427092034	17.9321657347252	1.40851325391288	980	13-101																			0.2317073171	0.787804878	0.6768292683	41	0.4096608798
REMEMBER	707	REMEMBER	sich erinnern an::V	1001	0.373632255501603	0.097484790985985	17.4507767910273	1.40880864915128	981	17-31																			0.1376651982	0.768722467	0.6629955947	50	0.439497218
		INSTANTLY	sofort::ADV	588	0.21817953130071	0.096847702594229	16.0703123787993	1.41066965970929	982																								
BUTTERFLY	1791	BUTTERFLY	Schmetterling::N	170	0.359952502081526	0.092112149259361	17.3721552758492	1.41325827571154	983	3-92																			0.1404494382	0.8247191011	0.893258427	45	0.6332199714
		MOVE_EMOTIONALLY	rühren::V	792	0.385491404628054	0.125690323470962	17.6425346817133	1.41731120400608	984																								
BECOME SICK	2327	BECOME_SICK	krank werden::V	745	0.316680671538607	0.096036819439568	17.0465257070851	1.41963996632377	985																								
TUESDAY	1695	TUESDAY	Dienstag::N	475	0.359537072021266	0.078522247543269	17.4392563558342	1.42034227076428	986	14-64																			0.525	0.835	0.79375	40	0.3148210938
SATURDAY	1700	SATURDAY	Samstag::N	479	0.251333119158425	0.089416251952855	16.5236053824964	1.42616073100706	987	14-68																			0.6607142857	0.8261904762	0.8392857143	42	0.235264061
BOAST	101	BOAST	prahlen::V	991	0.296193950483892	0.103119692900346	17.021163060189	1.43554175058339	988	18-45																			0.0769230769	0.7961538462	0.6538461538	55	0.4805188894
		BOTHER	belästigen::V	940	0.33894788253184	0.101895902073383	17.4222449127272	1.43717139699406	989																								
TEACHER	1038	TEACHER	Lehrer::N	421	0.343846688435411	0.112770819449524	17.6629977691438	1.45683775732251	990	17-27																			0.5129310345	0.7982758621	0.7801724138	60	0.3033430478
		JULY	Juli::N	468	0.067213112280326	0.078072772709276	15.2520993324856	1.46471813219627	991																								
		TINKLE	klirren::V	722	0.29931732833098	0.11672176289467	17.3570383468433	1.46631823918644	992																								
PARENTS	505	PARENTS	Eltern::N	201	0.313947707467173	0.114185272090567	17.5853993605183	1.47598699933137	993	2-37																			0.1172839506	0.8444444444	0.6296296296	42	0.4693288625
WEDNESDAY	1694	WEDNESDAY	Mittwoch::N	476	0.281319864022641	0.097786044482991	17.3678680311165	1.48359892549127	994	14-65																			0.5426829268	0.8170731707	0.762195122	41	0.2848029809
		JUNE	Juni::N	467	0.061507280180197	0.079567308182705	15.39313737125	1.48395718496282	995																								
		AUGUST	August::N	469	0.185910176605126	0.087891323510683	16.5975901352328	1.49243985457866	996																								
SOMETIMES	1544	SOMETIMES	manchmal::ADV	602	0.239982726294422	0.080950097077677	17.1968307870135	1.50369862503637	997	14-33																			0.0576923077	0.7673076923	0.6394230769	52	0.4623284237
TOWEL	1021	TOWEL	Handtuch::N	390	0.213134725938187	0.114113374045161	16.9863457417017	1.5068133208258	998	6-82																			0.6614173228	0.7696850394	0.8779527559	45	0.2287962627
		SUDDENLY	plötzlich::ADV	587	0.173790308481549	0.136276324799591	16.8008638053162	1.52367510289822	999																								
NINETY	1724	NINETY	neunzig::NUM	672	0.426013992110179	0.097982522275934	19.0969699922819	1.52628440632903	1000																								
SUNDAY	1699	SUNDAY	Sonntag::N	480	0.334633170128919	0.102235063137357	18.3593569172181	1.53476583860578	1001	14-62																			0.490625	0.82625	0.7625	42	0.320914209
THURSDAY	1693	THURSDAY	Donnerstag::N	477	0.338513015239994	0.094379543918506	18.5476363767741	1.55010192396141	1002	14-66																			0.60625	0.825	0.80625	40	0.2619052734
NEWSPAPER	1298	NEWSPAPER	Zeitung::N	410	0.085205551958921	0.101376013871409	16.3045293769071	1.55376794092768	1003	23-6																			0.6842439644	0.7728081321	0.8465692503	39	0.2065788397
MONDAY	1697	MONDAY	Montag::N	474	0.298369057302968	0.092912116853191	18.3023957623523	1.56170742466255	1004	14-63																			0.5365853659	0.8146341463	0.7804878049	41	0.2946445931
		TAKE_A_WALK	spazierengehen::V	759	0.190724841909889	0.134534661813068	17.5420723846933	1.58255488075043	1005																								
		APRIL	April::N	465	0.06536037906737	0.077709731795093	16.5467755850789	1.59585321734726	1006																								
		ALL_AT_ONCE	auf einmal::ADV	584	0.136799690144535	0.115727397841925	17.3308734252589	1.60996762139581	1007																								
RAINBOW	1733	RAINBOW	Regenbogen::N	83	0.340824254206961	0.102313639421211	19.3186962694244	1.62512779815617	1008	1-59																			0.1363636364	0.8409090909	0.7897727273	44	0.5735642844
NEVER	1656	NEVER	niemals::ADV	605	0.362019069937113	0.103247539040374	19.8991404680807	1.66409688386467	1009	14-34																			0.1538461538	0.7653846154	0.7019230769	52	0.4545886436
		EVERYWHERE	überall::ADV	619	0.263943740647354	0.104655904419521	19.1388033195902	1.6763309653764	1010																								
JANUARY	2036	JANUARY	Januar::N	462	0.077098788954277	0.078166195313562	17.915734686615	1.72218455860265	1011																								
FEBRUARY	2037	FEBRUARY	Februar::N	463	0.127366456548666	0.096624992165043	18.6150681266534	1.74687700177154	1012																								
		NOVEMBER	November::N	472	0.048534954728423	0.080369564516887	18.2169767845974	1.77801621920416	1013																								
		OCTOBER	Oktober::N	471	0.078897514096396	0.080487202004097	18.9383821761233	1.82283045492558	1014																								
		DECEMBER	Dezember::N	473	0.054549555160537	0.088593496649612	18.8306787196333	1.83397327231885	1015																								
		SEPTEMBER	September::N	470	0.06793645424017	0.093213190297117	19.1705423178556	1.8559114229694	1016																								
OLIVE										5-78																			0.9270833333	0.8708333333	0.9479166667	24	0.0601910626
MOTOR										23-185																			0.9127906977	0.7390697674	0.9581395349	39	0.0617556945
MACHINE										23-19																			0.8948692153	0.7839034205	0.9004024145	35	0.0742043075
COFFEE										23-91																			0.8630952381	0.7738095238	0.9613095238	43	0.1018394089
PLASTIC										23-57																			0.8382352941	0.7147058824	0.9485294118	34	0.1096634566
TELEVISION										23-11																			0.8356164384	0.7273972603	0.9178082192	37	0.1097443042
BANK										23-44																			0.8357142857	0.7485714286	0.9	35	0.1106816327
KANGAROO										3-88																			0.8421052632	0.7210526316	0.9736842105	19	0.1108543519
CAMEL										3-78																			0.84375	0.83125	0.921875	32	0.1197357178
CAR										23-14																			0.789274448	0.7327444795	0.8552050473	52	0.1320504881
POLICE										23-33																			0.7979591837	0.767755102	0.8775510204	42	0.136123843
RADIO										23-1																			0.7619047619	0.7047619048	0.8928571429	42	0.1498218335
BOMB										23-575																			0.7734375	0.721875	0.9375	32	0.1533279419
SILK										6-25																			0.8040540541	0.8405405405	0.9459459459	37	0.155797781
BATTERY										23-175																			0.75	0.7157894737	0.8815789474	38	0.1577562327
SUGAR										5-85																			0.79375	0.82	0.9375	41	0.1585546875
BOOMERANG										9-87																			0.7833333333	0.7733333333	0.95	15	0.1591777778
BUS										23-15																			0.729805886	0.6697557921	0.8901064496	48	0.1610772884
MINISTER										23-32																			0.7706422018	0.7935779817	0.9036697248	32	0.1644799074
TELEPHONE										23-12																			0.7314049587	0.7107438017	0.8636363636	41	0.1648701343
MOVIE										23-62																			0.7432432432	0.7148648649	0.9121621622	38	0.1674240667
CALENDAR										23-61																			0.7708333333	0.8194444444	0.9166666667	36	0.1721402392
SOAP										6-95																			0.7784090909	0.8181818182	0.9659090909	44	0.1751209147
SCREW										23-55																			0.7466216216	0.7797297297	0.9121621622	38	0.1802128267
HOUR										14-51																			0.7575057737	0.8133949192	0.9307159353	46	0.1835777353
CLOCK										14-53																			0.7431192661	0.8211009174	0.9311926606	42	0.1964118178
ADDRESS										23-385																			0.6903409091	0.7397727273	0.8636363636	30	0.1978395297
PEN										18-57																			0.7268041237	0.8154639175	0.8969072165	50	0.199814227
PRESIDENT										23-31																			0.6786978061	0.7460014154	0.8588110403	37	0.2058500426
SCHOOL										17-28																			0.6902730375	0.8040955631	0.8361774744	50	0.2082500638
ZERO										13																			0.7244094488	0.7968503937	0.9527559055	34	0.2092294263
MOSQUE										22-132																			0.7328767123	0.898630137	0.8767123288	25	0.210450443
WINE										5-92																			0.7394067797	0.8423728814	0.9618644068	43	0.2111452638
MATCH										1-87																			0.6689453125	0.73828125	0.873046875	52	0.2133826688
MAIL										23-4																			0.6885245902	0.7737704918	0.9016393443	33	0.2173045321
SOCK										6-49																			0.6844262295	0.7852459016	0.881147541	61	0.2183510129
STOCKING										6-49																			0.6844262295	0.7852459016	0.881147541	61	0.2183510129
OATS										8-46																			0.6785714286	0.7736263736	0.8901098901	24	0.2213397278
